S11T20R01	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
4.85	485	0.102	-0.089	1.01	-3.7815228	1.3178034	0.3437748	167.6933474	4.78992888	-22.37973948
4.86	486	0.103	-0.09	1.008	-3.724227	1.145916	0.4010706	167.6532404	4.77846972	-22.37973948
4.87	487	0.102	-0.091	1.01	-3.7815228	1.145916	0.4010706	167.6131333	4.76701056	-22.38546906
4.88	488	0.102	-0.09	1.01	-3.6669312	0.859437	0.3437748	167.5787558	4.7555514	-22.38546906
4.89	489	0.102	-0.089	1.012	-3.5523396	0.8021412	0.3437748	167.5386488	4.74409224	-22.39119864
4.9	490	0.102	-0.09	1.01	-3.4950438	0.7448454	0.3437748	167.65897	4.76701056	-22.37973948
4.91	491	0.103	-0.09	1.009	-3.437748	0.7448454	0.4583664	167.6245925	4.76128098	-22.37973948
4.92	492	0.102	-0.09	1.009	-3.4950438	0.859437	0.4010706	167.590215	4.74982182	-22.38546906
4.93	493	0.102	-0.09	1.01	-3.3804522	0.7448454	0.3437748	167.5501079	4.74409224	-22.38546906
4.94	494	0.102	-0.091	1.009	-3.3804522	0.6875496	0.3437748	167.5157305	4.73263308	-22.39119864
4.95	495	0.102	-0.09	1.007	-3.437748	0.6302538	0.4583664	167.6417812	4.7555514	-22.37973948
4.96	496	0.102	-0.092	1.008	-3.4950438	0.4010706	0.4010706	167.6074037	4.74982182	-22.38546906
4.97	497	0.102	-0.09	1.007	-3.437748	0.286479	0.3437748	167.5730263	4.74982182	-22.38546906
4.98	498	0.102	-0.09	1.007	-3.3804522	0.1145916	0.4010706	167.5386488	4.74409224	-22.39119864
4.99	499	0.102	-0.091	1.009	-3.3231564	0.1145916	0.5156622	167.5042713	4.74409224	-22.39692822
5	500	0.103	-0.092	1.01	-3.3231564	0.1145916	0.5156622	167.6417812	4.77274014	-22.38546906
5.01	501	0.102	-0.091	1.01	-3.3231564	0.1145916	0.4583664	167.6074037	4.77274014	-22.39119864
5.02	502	0.103	-0.09	1.01	-3.3804522	0.0572958	0.4010706	167.5730263	4.76701056	-22.39692822
5.03	503	0.103	-0.09	1.01	-3.151269	0.0572958	0.5156622	167.5386488	4.76701056	-22.4026578
5.04	504	0.103	-0.09	1.01	-3.151269	0.1718874	0.4583664	167.5042713	4.76701056	-22.40838738
5.05	505	0.103	-0.091	1.01	-3.151269	0.1145916	0.4583664	167.6646995	4.80138804	-22.39119864
5.06	506	0.103	-0.091	1.008	-3.151269	0.0572958	0.4010706	167.6303221	4.79565846	-22.39692822
5.07	507	0.103	-0.09	1.006	-3.151269	0.1145916	0.4583664	167.6016742	4.79565846	-22.4026578
5.08	508	0.104	-0.091	1.007	-3.0939732	0.1145916	0.4010706	167.5672967	4.79565846	-22.40838738
5.09	509	0.104	-0.092	1.01	-3.0939732	0.1145916	0.4010706	167.5329192	4.78992888	-22.41411696
5.1	510	0.104	-0.09	1.014	-3.2085648	0.1718874	0.4583664	167.6876179	4.82430636	-22.39692822
5.11	511	0.103	-0.091	1.013	-3.3231564	0.1145916	0.4010706	167.6532404	4.82430636	-22.4026578
5.12	512	0.104	-0.091	1.009	-3.2658606	0.1145916	0.4583664	167.6188629	4.81857678	-22.40838738
5.13	513	0.103	-0.091	1.006	-3.151269	0.1145916	0.5156622	167.5844854	4.81857678	-22.41411696
5.14	514	0.104	-0.091	1.007	-2.9793816	0.1145916	0.4583664	167.5558375	4.81857678	-22.41984654
5.15	515	0.104	-0.089	1.009	-2.9793816	0.286479	0.4010706	167.7048066	4.84722468	-22.40838738
5.16	516	0.105	-0.089	1.008	-2.9793816	0.4583664	0.5156622	167.6761587	4.8414951	-22.40838738
5.17	517	0.105	-0.09	1.008	-2.9220858	0.4583664	0.4010706	167.6417812	4.83576552	-22.41411696
5.18	518	0.103	-0.09	1.008	-2.9793816	0.5156622	0.4010706	167.6131333	4.83003594	-22.41984654
5.19	519	0.104	-0.09	1.009	-2.9220858	0.4583664	0.4010706	167.5844854	4.82430636	-22.41984654
5.2	520	0.104	-0.09	1.008	-2.8074942	0.4010706	0.4010706	167.7391841	4.85295426	-22.40838738
5.21	521	0.105	-0.09	1.009	-2.86479	0.4010706	0.4583664	167.7048066	4.84722468	-22.41411696
5.22	522	0.104	-0.09	1.01	-2.7501984	0.3437748	0.4583664	167.6761587	4.8414951	-22.41411696
5.23	523	0.105	-0.09	1.01	-2.7501984	0.5156622	0.4010706	167.6475108	4.83576552	-22.41984654
5.24	524	0.105	-0.09	1.011	-2.8074942	0.572958	0.4010706	167.6188629	4.83003594	-22.42557612
5.25	525	0.105	-0.091	1.01	0.4010706	0.1718874	0	168.5527844	5.02484166	-22.33390284
5.26	526	0.105	-0.09	1.01	0.4010706	0.286479	0	168.558514	5.01911208	-22.33390284
5.27	527	0.106	-0.092	1.007	0.5156622	0.3437748	-0.0572958	168.5642436	5.01911208	-22.33390284
5.28	528	0.106	-0.09	1.009	0.572958	0.286479	0	168.5699732	5.0133825	-22.32817326
5.29	529	0.105	-0.091	1.009	0.4583664	0.286479	0	168.5757028	5.0133825	-22.32817326
5.3	530	0.105	-0.09	1.008	0.4010706	0.286479	-0.0572958	169.1601199	5.13370368	-22.27087746
5.31	531	0.105	-0.091	1.008	0.4583664	0.4010706	-0.1145916	169.1658495	5.1279741	-22.27087746
5.32	532	0.104	-0.09	1.008	0.4583664	0.4583664	-0.0572958	169.1715791	5.12224452	-22.26514788
5.33	533	0.105	-0.091	1.008	0.4010706	0.5156622	0	169.1773087	5.11651494	-22.26514788
5.34	534	0.105	-0.091	1.008	0.1718874	0.572958	-0.0572958	169.1773087	5.11078536	-22.26514788
5.35	535	0.106	-0.09	1.008	-0.1145916	0.572958	0	169.7273483	5.21964738	-22.20785208
5.36	536	0.105	-0.089	1.009	-0.286479	0.4583664	0	169.7216188	5.2139178	-22.20785208
5.37	537	0.105	-0.09	1.01	-0.2291832	0.572958	0	169.7216188	5.20818822	-22.20785208
5.38	538	0.104	-0.09	1.009	-0.286479	0.5156622	0	169.7158892	5.20245864	-22.2021225
5.39	539	0.104	-0.09	1.008	-0.1145916	0.4583664	0	169.7158892	5.20245864	-22.2021225
5.4	540	0.105	-0.09	1.009	-0.0572958	0.4010706	0	170.3977092	5.3285094	-22.13336754
5.41	541	0.104	-0.089	1.01	-0.1145916	0.3437748	0	170.3977092	5.3285094	-22.13336754
5.42	542	0.105	-0.089	1.01	-0.1145916	0.3437748	0	170.3919796	5.32277982	-22.13336754
5.43	543	0.103	-0.09	1.009	-0.1145916	0.1145916	0	170.3919796	5.32277982	-22.13336754
5.44	544	0.104	-0.088	1.009	-0.1145916	0.1718874	0	170.3919796	5.31705024	-22.13336754
5.45	545	0.104	-0.089	1.009	0	0	0	171.1883912	5.46028974	-22.05315342
5.46	546	0.104	-0.09	1.01	0.1145916	-0.2291832	0	171.1883912	5.46028974	-22.05315342
5.47	547	0.105	-0.089	1.011	0.1145916	-0.1718874	0	171.1883912	5.46028974	-22.05315342
5.48	548	0.105	-0.09	1.01	0.1718874	-0.1718874	0	171.1883912	5.46601932	-22.05315342
5.49	549	0.105	-0.089	1.01	0.1718874	0	0	171.1941208	5.46601932	-22.05315342
5.5	550	0.105	-0.089	1.009	0.1718874	0.0572958	0	171.7613492	5.56915176	-21.99012804
5.51	551	0.106	-0.088	1.009	0.286479	0	0	171.7613492	5.56915176	-21.99012804
5.52	552	0.105	-0.089	1.009	0.1718874	0.0572958	0	171.7670788	5.56915176	-21.99012804
5.53	553	0.105	-0.09	1.009	0.1145916	0.1145916	0	171.7670788	5.56342218	-21.99012804
5.54	554	0.105	-0.088	1.01	0.0572958	0.2291832	0	171.7670788	5.56342218	-21.99012804
5.55	555	0.105	-0.091	1.009	0	0.3437748	0	172.0993945	5.63790672	-21.95575056
5.56	556	0.105	-0.09	1.009	-0.0572958	0.4010706	0	172.0993945	5.63790672	-21.95575056
5.57	557	0.105	-0.089	1.01	-0.2291832	0.4010706	0	172.0993945	5.63217714	-21.95575056
5.58	558	0.104	-0.089	1.009	-0.286479	0.5156622	0	172.0936649	5.62644756	-21.95575056
5.59	559	0.104	-0.089	1.008	-0.1718874	0.4583664	0	172.0936649	5.62071798	-21.95002098
5.6	560	0.105	-0.09	1.009	-0.0572958	0.286479	0	172.4374397	5.68947294	-21.9156435
5.61	561	0.104	-0.089	1.009	-0.0572958	0.1718874	0	172.4374397	5.68947294	-21.9156435
5.62	562	0.104	-0.09	1.01	0	0.1145916	0	172.4374397	5.68947294	-21.9156435
5.63	563	0.104	-0.089	1.01	-0.1145916	0.0572958	0	172.4374397	5.68947294	-21.9156435
5.64	564	0.104	-0.089	1.01	-0.1145916	0.1145916	0	172.4317101	5.68947294	-21.9156435
5.65	565	0.104	-0.088	1.008	-0.1145916	0	0	172.9473723	5.78114622	-21.8583477
5.66	566	0.104	-0.088	1.009	0	-0.1145916	0	172.9473723	5.78114622	-21.8583477
5.67	567	0.105	-0.088	1.007	0	-0.1718874	0	172.9473723	5.78114622	-21.8583477
5.68	568	0.104	-0.089	1.009	0	-0.1718874	0	172.9473723	5.7868758	-21.8583477
5.69	569	0.105	-0.089	1.011	0	-0.1145916	0	172.9473723	5.7868758	-21.8583477
5.7	570	0.105	-0.088	1.009	0	-0.1145916	0	173.2968767	5.85563076	-21.81824064
5.71	571	0.105	-0.088	1.009	0	-0.286479	0	173.2968767	5.86136034	-21.81824064
5.72	572	0.105	-0.088	1.011	0	-0.1718874	0	173.2968767	5.86136034	-21.81824064
5.73	573	0.105	-0.089	1.01	0.0572958	-0.0572958	0	173.2968767	5.86708992	-21.81824064
5.74	574	0.105	-0.088	1.009	0.0572958	-0.1718874	-0.0572958	173.2968767	5.86708992	-21.81824064
5.75	575	0.104	-0.089	1.006	0.1718874	-0.1718874	0	173.38855	5.89573782	-21.80678148
5.76	576	0.105	-0.091	1.009	0.1145916	-0.1145916	0	173.38855	5.89573782	-21.80678148
5.77	577	0.105	-0.09	1.013	0	-0.1145916	0	173.38855	5.89573782	-21.81251106
5.78	578	0.105	-0.088	1.015	-0.1718874	-0.0572958	0	173.38855	5.89573782	-21.81251106
5.79	579	0.105	-0.09	1.013	-0.286479	-0.1145916	0	173.38855	5.89573782	-21.81251106
5.8	580	0.105	-0.089	1.008	-0.286479	-0.0572958	0.0572958	173.4916824	5.92438572	-21.8010519
5.81	581	0.105	-0.088	1.007	-0.1145916	0	0	173.4916824	5.92438572	-21.8010519
5.82	582	0.105	-0.088	1.007	-0.0572958	0	0	173.4916824	5.92438572	-21.8010519
5.83	583	0.105	-0.087	1.008	0	-0.0572958	0	173.4916824	5.92438572	-21.8010519
5.84	584	0.105	-0.089	1.009	0	0	0	173.4859528	5.92438572	-21.8010519
5.85	585	0.104	-0.087	1.009	-0.0572958	0	0	173.7380543	5.96449278	-21.772404
5.86	586	0.105	-0.088	1.009	0	0	0	173.7380543	5.96449278	-21.772404
5.87	587	0.105	-0.088	1.009	0.0572958	0	0	173.7380543	5.96449278	-21.772404
5.88	588	0.105	-0.087	1.009	0.1145916	0	0	173.7380543	5.96449278	-21.772404
5.89	589	0.105	-0.087	1.01	0.0572958	-0.0572958	0	173.7380543	5.96449278	-21.772404
5.9	590	0.105	-0.088	1.01	0.1145916	-0.1145916	0.0572958	173.8182685	5.9874111	-21.76667442
5.91	591	0.105	-0.089	1.011	0.1718874	0	0	173.823998	5.9874111	-21.76667442
5.92	592	0.106	-0.088	1.011	0.1718874	0.1145916	0	173.823998	5.9874111	-21.76667442
5.93	593	0.105	-0.088	1.011	0.2291832	0.2291832	0	173.823998	5.9874111	-21.76667442
5.94	594	0.104	-0.088	1.009	0.2291832	0.2291832	0	173.8297276	5.98168152	-21.76094484
5.95	595	0.105	-0.088	1.007	0.1718874	0.1145916	0	173.8984826	5.99314068	-21.75521526
5.96	596	0.105	-0.088	1.008	0.1145916	0.1718874	0	173.8984826	5.99314068	-21.75521526
5.97	597	0.105	-0.088	1.008	0	0.1145916	0	173.8984826	5.99314068	-21.75521526
5.98	598	0.104	-0.088	1.008	-0.0572958	0.1718874	0	173.8984826	5.9874111	-21.75521526
5.99	599	0.104	-0.088	1.008	0	0.1718874	0	173.8984826	5.9874111	-21.75521526
6	600	0.105	-0.089	1.007	0	0.1145916	0	173.9844263	6.00459984	-21.7437561
6.01	601	0.104	-0.088	1.009	0	0.2291832	0	173.9844263	6.00459984	-21.7437561
6.02	602	0.104	-0.088	1.01	0	0.1145916	0	173.9844263	5.99887026	-21.7437561
6.03	603	0.104	-0.088	1.01	-0.1145916	0.0572958	0	173.9844263	5.99887026	-21.7437561
6.04	604	0.104	-0.088	1.01	-0.0572958	0	0	173.9844263	5.99887026	-21.7437561
6.05	605	0.104	-0.087	1.009	-0.0572958	0	0	174.0760996	6.016059	-21.73229694
6.06	606	0.103	-0.088	1.009	-0.0572958	0.1145916	0	174.0760996	6.01032942	-21.73229694
6.07	607	0.105	-0.087	1.01	-0.1145916	0.0572958	0	174.07037	6.01032942	-21.73229694
6.08	608	0.104	-0.087	1.01	-0.0572958	0	0	174.07037	6.01032942	-21.73229694
6.09	609	0.105	-0.087	1.01	0	0	0	174.07037	6.01032942	-21.73229694
6.1	610	0.104	-0.087	1.009	-0.0572958	0.0572958	0	174.1162066	6.016059	-21.72656736
6.11	611	0.104	-0.088	1.009	-0.1145916	0.0572958	0	174.1162066	6.016059	-21.72656736
6.12	612	0.105	-0.087	1.01	-0.0572958	0.0572958	0	174.1162066	6.01032942	-21.72656736
6.13	613	0.104	-0.086	1.009	0	0	0	174.1162066	6.016059	-21.72656736
6.14	614	0.103	-0.087	1.009	0	-0.0572958	0	174.1162066	6.016059	-21.72656736
6.15	615	0.104	-0.087	1.01	0	0	0	174.1849616	6.02178858	-21.72083778
6.16	616	0.104	-0.087	1.01	0.0572958	0	0	174.1849616	6.02178858	-21.72083778
6.17	617	0.104	-0.088	1.01	0.0572958	0.0572958	-0.0572958	174.1906912	6.02178858	-21.72083778
6.18	618	0.105	-0.087	1.009	0.0572958	0	0	174.1906912	6.02178858	-21.7151082
6.19	619	0.105	-0.088	1.009	0.1718874	-0.0572958	0	174.1906912	6.02178858	-21.7151082
6.2	620	0.104	-0.086	1.01	0.1145916	0	0	174.2307982	6.03324774	-21.7151082
6.21	621	0.104	-0.087	1.01	0.1145916	0	0	174.2307982	6.03324774	-21.7151082
6.22	622	0.105	-0.087	1.011	0.0572958	0	0	174.2365278	6.03324774	-21.7151082
6.23	623	0.104	-0.087	1.011	0.0572958	0.0572958	0	174.2365278	6.03324774	-21.7151082
6.24	624	0.104	-0.087	1.011	0.0572958	0	0	174.2365278	6.03324774	-21.7151082
6.25	625	0.104	-0.087	1.011	0.1145916	-0.0572958	0	174.288094	6.03324774	-21.70937862
6.26	626	0.104	-0.086	1.012	0	0	0	174.288094	6.03324774	-21.70937862
6.27	627	0.105	-0.086	1.012	0	0	0	174.2938236	6.03324774	-21.70937862
6.28	628	0.105	-0.087	1.012	0.0572958	0	0	174.2938236	6.03324774	-21.70937862
6.29	629	0.104	-0.087	1.012	0	-0.0572958	0	174.2938236	6.03324774	-21.70937862
6.3	630	0.104	-0.087	1.011	0.0572958	-0.1145916	0	174.3282011	6.03897732	-21.70364904
6.31	631	0.104	-0.089	1.01	0	-0.1718874	0	174.3282011	6.0447069	-21.70364904
6.32	632	0.104	-0.088	1.011	0.0572958	-0.2291832	0	174.3282011	6.0447069	-21.70364904
