S11T20R01	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
4.76	476	0.392	0.136	-0.884	3.6669312	-2.1772404	0.7448454	-10.026765	24.6944898	2.50382646
4.77	477	0.378	0.129	-0.881	2.5210152	-2.86479	0.9167328	-9.9981171	24.67157148	2.5210152
4.78	478	0.381	0.117	-0.872	1.7761698	-1.9480572	0.9167328	-9.9694692	24.65438274	2.53247436
4.79	479	0.405	0.098	-0.858	0.4010706	-2.3491278	0.5156622	-9.96373962	24.63146442	2.54393352
4.8	480	0.395	0.103	-0.852	-1.2605076	-7.2765666	0.286479	-9.95228046	24.53979114	2.56685184
4.81	481	0.387	0.125	-0.875	-0.9740286	-8.8235532	-0.0572958	-9.95801004	24.45384744	2.578311
4.82	482	0.384	0.136	-0.909	-0.3437748	-7.0473834	-0.859437	-9.95801004	24.38509248	2.578311
4.83	483	0.37	0.135	-0.94	-0.2291832	-3.8961144	-1.6615782	-9.9694692	24.34498542	2.56685184
4.84	484	0.382	0.122	-0.952	0.1718874	0.9167328	-2.291832	-9.97519878	24.34498542	2.54393352
4.85	485	0.413	0.115	-0.917	0.6302538	4.8128472	-2.5210152	-9.96373962	24.39082206	2.51528562
4.86	486	0.433	0.116	-0.88	0.859437	4.583664	-2.6356068	-9.9694692	24.43092912	2.48090814
4.87	487	0.419	0.124	-0.895	0.6875496	3.9534102	-2.3491278	-9.98092836	24.4653066	2.44653066
4.88	488	0.417	0.137	-0.911	0.6302538	5.3285094	-2.3491278	-9.98665794	24.51114324	2.41215318
4.89	489	0.422	0.145	-0.916	0	5.7868758	-2.5210152	-10.00384668	24.56270946	2.3777757
4.9	490	0.425	0.144	-0.91	0.2291832	4.9274388	-2.7501984	-10.02103542	24.6085461	2.33766864
4.91	491	0.446	0.146	-0.9	1.4896908	2.0626488	-2.86479	-10.02103542	24.62573484	2.30329116
4.92	492	0.441	0.149	-0.897	2.9220858	-0.8021412	-2.5210152	-10.00384668	24.61427568	2.27464326
4.93	493	0.437	0.151	-0.892	3.9534102	-2.5210152	-1.9480572	-9.9694692	24.58562778	2.25745452
4.94	494	0.427	0.153	-0.886	4.1252976	-2.0626488	-1.0886202	-9.92936214	24.56270946	2.24599536
4.95	495	0.422	0.146	-0.89	4.6409598	-0.4010706	-0.1718874	-9.89498466	24.56270946	2.24026578
4.96	496	0.436	0.139	-0.887	4.3544808	-0.286479	0.1718874	-9.84914802	24.56270946	2.24599536
4.97	497	0.458	0.136	-0.894	4.583664	-0.572958	0.5156622	-9.7975818	24.55697988	2.25172494
4.98	498	0.465	0.134	-0.905	4.8128472	-0.859437	1.2032118	-9.740286	24.5512503	2.2631841
4.99	499	0.47	0.137	-0.895	4.5263682	-0.6875496	1.718874	-9.68871978	24.54552072	2.28610242
5	500	0.455	0.129	-0.885	3.6669312	-0.859437	2.1772404	-9.64288314	24.53406156	2.30902074
5.01	501	0.428	0.114	-0.888	2.7501984	-0.2291832	2.5210152	-9.60277608	24.53406156	2.33766864
5.02	502	0.433	0.108	-0.881	2.0626488	0.1718874	2.4064236	-9.5683986	24.53979114	2.36058696
5.03	503	0.453	0.111	-0.887	1.145916	0.4583664	2.0626488	-9.55120986	24.54552072	2.38350528
5.04	504	0.447	0.113	-0.897	0.2291832	0.286479	1.9480572	-9.5397507	24.55697988	2.4064236
5.05	505	0.433	0.111	-0.892	-0.8021412	0.5156622	2.0626488	-9.52256196	24.50541366	2.4350715
5.06	506	0.486	0.108	-0.885	-0.3437748	0.859437	2.0626488	-9.51683238	24.51687282	2.45798982
5.07	507	0.475	0.134	-0.864	-2.0626488	0.572958	1.2032118	-9.53402112	24.52833198	2.46944898
5.08	508	0.426	0.108	-0.895	-3.3231564	0.5156622	1.7761698	-9.55693944	24.53406156	2.4923673
5.09	509	0.423	0.108	-0.89	-3.7815228	0.1145916	2.1772404	-9.58558734	24.53979114	2.51528562
5.1	510	0.412	0.134	-0.89	-3.8388186	-0.286479	1.6042824	-9.63142398	24.5226024	2.52674478
5.11	511	0.418	0.146	-0.899	-3.3804522	-1.432395	0.3437748	-9.66580146	24.51114324	2.53247436
5.12	512	0.426	0.154	-0.908	-2.9793816	-2.6356068	-0.2291832	-9.69444936	24.48249534	2.53820394
5.13	513	0.427	0.151	-0.913	-1.7761698	-3.4950438	-0.2291832	-9.7116381	24.44811786	2.53820394
5.14	514	0.429	0.138	-0.901	-0.286479	-3.2085648	-0.1718874	-9.7116381	24.41374038	2.54393352
5.15	515	0.436	0.124	-0.877	0.4583664	-3.151269	-0.3437748	-9.69444936	24.41946996	2.54393352
5.16	516	0.434	0.122	-0.864	0.9740286	-2.8074942	-0.4583664	-9.6829902	24.39082206	2.54393352
5.17	517	0.421	0.126	-0.863	0.9167328	-2.1199446	-0.4583664	-9.67726062	24.37363332	2.54393352
5.18	518	0.406	0.132	-0.872	0.4010706	-1.6042824	-0.572958	-9.67153104	24.35644458	2.53820394
5.19	519	0.397	0.138	-0.884	0.1718874	-1.2605076	-0.8021412	-9.67153104	24.33925584	2.53247436
5.2	520	0.393	0.14	-0.894	0.8021412	-0.8021412	-0.859437	-9.68871978	24.25904172	2.51528562
5.21	521	0.393	0.141	-0.898	1.7761698	-0.4583664	-0.8021412	-9.67153104	24.25331214	2.50955604
5.22	522	0.396	0.141	-0.9	2.6929026	-0.2291832	-0.6302538	-9.64861272	24.24758256	2.50382646
5.23	523	0.4	0.141	-0.901	3.151269	0.1145916	-0.4583664	-9.61996482	24.24758256	2.49809688
5.24	524	0.403	0.14	-0.903	3.6096354	0.2291832	-0.2291832	-9.58558734	24.25331214	2.4923673
5.25	525	0.41	0.135	-0.903	3.6096354	0.8021412	0.0572958	-9.55120986	24.24758256	2.4923673
5.26	526	0.421	0.126	-0.894	3.151269	1.718874	0.4583664	-9.51683238	24.2647713	2.4923673
5.27	527	0.423	0.121	-0.886	2.3491278	1.432395	0.6875496	-9.49391406	24.28196004	2.49809688
5.28	528	0.422	0.119	-0.886	1.6615782	1.3178034	1.0886202	-9.47099574	24.2934192	2.50955604
5.29	529	0.423	0.12	-0.89	0.9740286	1.8907614	1.432395	-9.45953658	24.31633752	2.5210152
5.3	530	0.424	0.123	-0.895	0.4583664	2.4064236	1.5469866	-9.43661826	24.34498542	2.53820394
5.31	531	0.426	0.126	-0.898	0.1718874	2.2345362	1.5469866	-9.43088868	24.36790374	2.5496631
5.32	532	0.429	0.126	-0.899	0.0572958	1.6042824	1.6042824	-9.4251591	24.38509248	2.56685184
5.33	533	0.431	0.123	-0.896	0.1145916	1.3178034	1.6042824	-9.41369994	24.40228122	2.58404058
5.34	534	0.428	0.12	-0.888	0.286479	1.2032118	1.6615782	-9.40797036	24.41946996	2.59549974
5.35	535	0.422	0.117	-0.876	-0.1145916	1.0313244	1.432395	-9.37932246	24.44238828	2.61841806
5.36	536	0.423	0.118	-0.875	-0.286479	0.9167328	1.2032118	-9.37932246	24.45384744	2.62987722
5.37	537	0.428	0.123	-0.874	-0.4010706	1.0313244	1.3750992	-9.37932246	24.47103618	2.64706596
5.38	538	0.428	0.127	-0.883	-0.3437748	0.6875496	1.432395	-9.37359288	24.47676576	2.65852512
5.39	539	0.428	0.127	-0.894	-0.2291832	0.6302538	1.3178034	-9.37359288	24.48822492	2.67571386
5.4	540	0.43	0.124	-0.897	-0.1145916	0.572958	1.145916	-9.35640414	24.50541366	2.6929026
5.41	541	0.432	0.123	-0.899	0.1718874	0.4010706	0.9167328	-9.35067456	24.51114324	2.69863218
5.42	542	0.433	0.121	-0.895	0.4583664	0	0.572958	-9.3392154	24.51114324	2.70436176
5.43	543	0.429	0.123	-0.889	0.8021412	-0.8021412	0.3437748	-9.32775624	24.50541366	2.71009134
5.44	544	0.43	0.124	-0.889	0.859437	-0.859437	0.1145916	-9.32202666	24.4939545	2.71582092
5.45	545	0.428	0.124	-0.889	0.6302538	-0.5156622	0	-9.3105675	24.51687282	2.71582092
5.46	546	0.43	0.125	-0.887	0.6302538	-0.4010706	-0.0572958	-9.30483792	24.51114324	2.71582092
5.47	547	0.432	0.123	-0.889	0.6875496	-0.572958	-0.1718874	-9.29910834	24.50541366	2.71009134
5.48	548	0.433	0.123	-0.893	0.9167328	-0.7448454	-0.286479	-9.28764918	24.49968408	2.71009134
5.49	549	0.431	0.123	-0.895	0.859437	-1.0313244	-0.4010706	-9.2819196	24.48822492	2.70436176
5.5	550	0.429	0.123	-0.894	0.6875496	-1.2032118	-0.572958	-9.27046044	24.48822492	2.70436176
5.51	551	0.428	0.124	-0.891	0.9167328	-1.3750992	-0.5156622	-9.26473086	24.47103618	2.69863218
5.52	552	0.43	0.121	-0.889	1.0313244	-1.3750992	-0.4010706	-9.2532717	24.45957702	2.69863218
5.53	553	0.431	0.121	-0.884	0.9167328	-1.2605076	-0.1145916	-9.24181254	24.44238828	2.69863218
5.54	554	0.43	0.121	-0.889	0.7448454	-1.145916	0	-9.23608296	24.43092912	2.69863218
5.55	555	0.43	0.121	-0.894	0.4583664	-0.8021412	0.1145916	-9.21316464	24.44811786	2.70436176
5.56	556	0.429	0.12	-0.895	0.3437748	-0.859437	0.286479	-9.20743506	24.4366587	2.71009134
5.57	557	0.426	0.118	-0.896	0.2291832	-1.0886202	0.3437748	-9.20170548	24.43092912	2.71582092
5.58	558	0.422	0.118	-0.896	0	-1.3178034	0.286479	-9.20170548	24.41374038	2.7215505
5.59	559	0.419	0.119	-0.889	-0.4010706	-1.4896908	0.1718874	-9.20170548	24.40228122	2.72728008
5.6	560	0.414	0.121	-0.889	-0.3437748	-1.7761698	0.1718874	-9.19024632	24.36790374	2.73300966
5.61	561	0.411	0.122	-0.888	-0.1718874	-1.432395	0.2291832	-9.19024632	24.35644458	2.73873924
5.62	562	0.41	0.121	-0.887	-0.4010706	-1.0313244	0.2291832	-9.1959759	24.34498542	2.74446882
5.63	563	0.411	0.121	-0.892	-0.3437748	-0.6302538	0.2291832	-9.1959759	24.33925584	2.7501984
5.64	564	0.414	0.123	-0.897	-0.3437748	0.0572958	0.2291832	-9.20170548	24.33925584	2.7501984
5.65	565	0.418	0.122	-0.899	-0.4010706	0.286479	0.2291832	-9.19024632	24.30487836	2.76165756
5.66	566	0.418	0.123	-0.902	-0.2291832	0.1145916	0.3437748	-9.19024632	24.31060794	2.76165756
5.67	567	0.415	0.121	-0.898	0	-0.4583664	0.3437748	-9.19024632	24.30487836	2.76738714
5.68	568	0.414	0.12	-0.893	-0.2291832	-0.7448454	0.1718874	-9.19024632	24.29914878	2.77311672
5.69	569	0.416	0.122	-0.89	-0.5156622	-0.859437	0.1145916	-9.1959759	24.28768962	2.77311672
5.7	570	0.416	0.123	-0.895	-0.286479	-0.859437	0.2291832	-9.19024632	24.25331214	2.78457588
5.71	571	0.412	0.124	-0.9	-0.4010706	-0.5156622	0.3437748	-9.19024632	24.24758256	2.79030546
5.72	572	0.403	0.125	-0.9	-0.6875496	-0.0572958	0.3437748	-9.1959759	24.24758256	2.79030546
5.73	573	0.403	0.124	-0.895	-0.6302538	0.6875496	0.2291832	-9.20743506	24.25331214	2.79603504
5.74	574	0.412	0.12	-0.889	-0.3437748	1.3750992	0.0572958	-9.20743506	24.27050088	2.79030546
5.75	575	0.425	0.116	-0.886	-0.1145916	0.9167328	0	-9.15013926	24.350715	2.81322378
5.76	576	0.433	0.11	-0.882	-0.286479	0.3437748	0	-9.15013926	24.350715	2.81322378
5.77	577	0.435	0.112	-0.883	-0.6302538	-0.3437748	-0.0572958	-9.15586884	24.350715	2.81322378
5.78	578	0.433	0.116	-0.885	-0.7448454	-1.0313244	-0.0572958	-9.167328	24.33925584	2.81322378
5.79	579	0.426	0.121	-0.89	-0.8021412	-1.2605076	-0.0572958	-9.17305758	24.32779668	2.81322378
5.8	580	0.421	0.118	-0.895	-0.9167328	-1.0313244	0	-9.16159842	24.31060794	2.82468294
5.81	581	0.421	0.118	-0.896	-0.9167328	-0.572958	0	-9.167328	24.30487836	2.82468294
5.82	582	0.42	0.123	-0.894	-0.9167328	-0.4010706	0.1145916	-9.17878716	24.29914878	2.83041252
5.83	583	0.421	0.127	-0.895	-1.0313244	-0.1145916	0.0572958	-9.18451674	24.29914878	2.83041252
5.84	584	0.421	0.128	-0.89	-1.0313244	-0.286479	0.1718874	-9.1959759	24.29914878	2.83041252
5.85	585	0.42	0.128	-0.886	-0.859437	-0.6875496	0.3437748	-9.21316464	24.2934192	2.8361421
5.86	586	0.418	0.123	-0.883	-0.9740286	-0.859437	0.3437748	-9.21889422	24.28768962	2.84187168
5.87	587	0.416	0.118	-0.881	-1.3750992	-0.6302538	0.4583664	-9.23035338	24.28196004	2.84760126
5.88	588	0.416	0.118	-0.878	-1.7761698	-0.4010706	0.6302538	-9.24754212	24.27623046	2.85333084
5.89	589	0.413	0.119	-0.876	-2.1199446	-0.1718874	0.6875496	-9.26473086	24.27623046	2.85906042
5.9	590	0.411	0.122	-0.874	-2.2345362	0.1145916	0.6875496	-9.2819196	24.27623046	2.87051958
5.91	591	0.409	0.124	-0.88	-2.4064236	0.7448454	0.6302538	-9.30483792	24.28196004	2.87624916
5.92	592	0.407	0.126	-0.887	-2.291832	0.9740286	0.5156622	-9.32202666	24.2934192	2.88197874
5.93	593	0.412	0.125	-0.892	-2.0626488	0.9167328	0.4583664	-9.34494498	24.30487836	2.88770832
5.94	594	0.419	0.125	-0.893	-1.718874	0.5156622	0.4010706	-9.36213372	24.31060794	2.88770832
5.95	595	0.419	0.123	-0.893	-1.4896908	-0.3437748	0.4583664	-9.36213372	24.30487836	2.89916748
5.96	596	0.417	0.119	-0.892	-1.432395	-0.8021412	0.6302538	-9.37359288	24.29914878	2.90489706
5.97	597	0.416	0.118	-0.892	-1.8334656	-0.4583664	0.859437	-9.39078162	24.2934192	2.91635622
5.98	598	0.414	0.12	-0.898	-2.1199446	0.2291832	1.2032118	-9.40224078	24.29914878	2.93354496
5.99	599	0.417	0.121	-0.902	-2.3491278	1.2605076	1.145916	-9.4251591	24.31060794	2.94500412
6	600	0.419	0.123	-0.899	-2.5210152	1.432395	1.145916	-9.44234784	24.32779668	2.95646328
6.01	601	0.417	0.123	-0.897	-2.4637194	1.145916	1.0886202	-9.45953658	24.33925584	2.96792244
6.02	602	0.415	0.121	-0.891	-2.4637194	0.859437	0.9167328	-9.4824549	24.350715	2.97365202
6.03	603	0.414	0.122	-0.887	-2.8074942	0.6302538	0.6875496	-9.5111028	24.35644458	2.9793816
6.04	604	0.416	0.125	-0.886	-3.0939732	0.6875496	0.7448454	-9.5397507	24.36217416	2.99084076
6.05	605	0.416	0.129	-0.891	-3.2658606	0.859437	0.7448454	-9.5683986	24.36790374	2.99657034
6.06	606	0.416	0.132	-0.894	-3.3231564	1.3750992	0.859437	-9.5970465	24.3793629	3.0080295
6.07	607	0.417	0.134	-0.895	-2.9220858	2.1199446	1.0313244	-9.6256944	24.40228122	3.01375908
6.08	608	0.42	0.132	-0.891	-2.4637194	2.1772404	0.9167328	-9.64861272	24.42519954	3.01948866
6.09	609	0.42	0.13	-0.892	-2.291832	1.718874	0.7448454	-9.67153104	24.44811786	3.02521824
6.1	610	0.421	0.128	-0.889	-2.291832	1.2605076	0.572958	-9.68871978	24.45957702	3.0366774
6.11	611	0.42	0.128	-0.887	-2.291832	1.2032118	0.5156622	-9.70590852	24.47103618	3.0366774
6.12	612	0.422	0.131	-0.888	-2.291832	1.2605076	0.6302538	-9.72882684	24.48249534	3.04240698
6.13	613	0.423	0.133	-0.889	-2.1199446	1.432395	0.6875496	-9.75174516	24.49968408	3.04813656
6.14	614	0.428	0.133	-0.89	-2.005353	1.6042824	0.859437	-9.7689339	24.51687282	3.05386614
6.15	615	0.43	0.129	-0.893	-1.8334656	1.3750992	0.8021412	-9.77466348	24.53979114	3.0653253
6.16	616	0.43	0.127	-0.894	-1.7761698	0.859437	0.7448454	-9.79185222	24.54552072	3.07678446
6.17	617	0.427	0.125	-0.89	-1.7761698	0.286479	0.7448454	-9.80331138	24.5512503	3.08251404
6.18	618	0.424	0.126	-0.885	-1.7761698	0.1145916	0.8021412	-9.82050012	24.5512503	3.08824362
6.19	619	0.425	0.127	-0.885	-1.8907614	0.5156622	0.8021412	-9.83195928	24.55697988	3.09970278
6.2	620	0.426	0.129	-0.887	-2.1199446	0.572958	0.859437	-9.84914802	24.56843904	3.11116194
6.21	621	0.422	0.13	-0.888	-2.1772404	0.4010706	0.9167328	-9.86633676	24.57416862	3.11689152
6.22	622	0.417	0.132	-0.893	-1.8907614	0.286479	0.859437	-9.8835255	24.5798982	3.12835068
6.23	623	0.417	0.134	-0.895	-1.6615782	0.7448454	0.6875496	-9.89498466	24.58562778	3.13408026
6.24	624	0.416	0.134	-0.897	-1.5469866	0.7448454	0.572958	-9.9121734	24.59708694	3.13980984
6.25	625	0.419	0.133	-0.896	-1.2605076	0.6875496	0.4583664	-9.9121734	24.58562778	3.151269
6.26	626	0.42	0.132	-0.896	-1.145916	0.3437748	0.4583664	-9.92363256	24.59135736	3.151269
6.27	627	0.421	0.13	-0.891	-1.145916	0.4583664	0.4010706	-9.93509172	24.59708694	3.15699858
6.28	628	0.419	0.13	-0.891	-1.2032118	0.572958	0.4010706	-9.94655088	24.60281652	3.16272816
6.29	629	0.419	0.13	-0.892	-0.859437	0.5156622	0.286479	-9.95228046	24.6085461	3.16272816
6.3	630	0.423	0.132	-0.892	-0.572958	0.3437748	0.1145916	-9.92936214	24.59135736	3.1799169
6.31	631	0.427	0.132	-0.9	-0.4583664	0.0572958	-0.0572958	-9.93509172	24.59135736	3.1799169
6.32	632	0.429	0.132	-0.899	-0.4583664	-0.1145916	-0.2291832	-9.9408213	24.59135736	3.17418732
6.33	633	0.428	0.132	-0.896	-0.4583664	-0.286479	-0.1718874	-9.94655088	24.58562778	3.17418732
6.34	634	0.426	0.129	-0.891	-0.4583664	-0.572958	-0.1718874	-9.94655088	24.5798982	3.17418732
6.35	635	0.425	0.129	-0.888	-0.8021412	-0.3437748	-0.1145916	-9.93509172	24.58562778	3.1799169
6.36	636	0.424	0.128	-0.888	-1.145916	-0.0572958	0	-9.94655088	24.5798982	3.1799169
6.37	637	0.424	0.13	-0.89	-1.4896908	0	0.1718874	-9.95801004	24.58562778	3.18564648
6.38	638	0.421	0.133	-0.895	-1.5469866	0	0.3437748	-9.97519878	24.58562778	3.19137606
6.39	639	0.421	0.134	-0.895	-1.3178034	0.0572958	0.4010706	-9.98665794	24.58562778	3.19137606
6.4	640	0.425	0.135	-0.891	-1.2032118	0.286479	0.3437748	-9.99238752	24.58562778	3.19710564
6.41	641	0.427	0.136	-0.889	-1.0313244	0.2291832	0.4583664	-10.00384668	24.59135736	3.20283522
6.42	642	0.426	0.135	-0.886	-1.2605076	-0.5156622	0.5156622	-10.01530584	24.58562778	3.2085648
6.43	643	0.421	0.135	-0.886	-1.5469866	-0.9167328	0.5156622	-10.026765	24.5798982	3.22002396
6.44	644	0.417	0.137	-0.886	-1.6615782	-0.6302538	0.6875496	-10.03822416	24.57416862	3.22575354
6.45	645	0.418	0.136	-0.888	-1.4896908	-0.1145916	0.859437	-10.04395374	24.56270946	3.24294228
6.46	646	0.422	0.131	-0.891	-1.432395	0.3437748	0.9167328	-10.04968332	24.56843904	3.24867186
6.47	647	0.424	0.125	-0.889	-1.6615782	0.2291832	0.9167328	-10.06687206	24.56843904	3.26013102
6.48	648	0.423	0.124	-0.89	-1.8334656	-0.2291832	0.8021412	-10.07833122	24.56843904	3.27159018
6.49	649	0.424	0.125	-0.887	-1.9480572	-0.5156622	0.6302538	-10.09551996	24.56270946	3.27731976
6.5	650	0.423	0.13	-0.89	-2.1199446	-0.1718874	0.572958	-10.10124954	24.55697988	3.28877892
6.51	651	0.419	0.134	-0.894	-2.1772404	0.2291832	0.6875496	-10.11843828	24.56270946	3.30023808
6.52	652	0.419	0.136	-0.894	-2.0626488	0.5156622	0.7448454	-10.13562702	24.56843904	3.30596766
6.53	653	0.417	0.137	-0.893	-1.718874	0.5156622	0.6875496	-10.15281576	24.57416862	3.31169724
6.54	654	0.413	0.139	-0.89	-1.6042824	0.0572958	0.6875496	-10.16427492	24.57416862	3.3231564
6.55	655	0.41	0.141	-0.89	-1.3178034	-0.4583664	0.6875496	-10.18146366	24.53979114	3.32888598
6.56	656	0.408	0.14	-0.893	-1.145916	-0.3437748	0.5156622	-10.18719324	24.53979114	3.33461556
6.57	657	0.412	0.139	-0.895	-1.145916	0.0572958	0.286479	-10.1986524	24.53979114	3.34034514
6.58	658	0.418	0.139	-0.891	-0.9740286	0.5156622	0.2291832	-10.21011156	24.54552072	3.34034514
6.59	659	0.419	0.138	-0.889	-0.5156622	0.4010706	0.1718874	-10.21584114	24.5512503	3.34034514
6.6	660	0.42	0.137	-0.89	-0.3437748	0.2291832	0.0572958	-10.19292282	24.51114324	3.35753388
6.61	661	0.421	0.136	-0.891	-0.4583664	0.1145916	0.0572958	-10.19292282	24.51114324	3.35753388
6.62	662	0.421	0.135	-0.891	-0.4010706	-0.0572958	0.0572958	-10.1986524	24.51114324	3.35753388
6.63	663	0.422	0.135	-0.892	-0.4010706	-0.4010706	0.1145916	-10.20438198	24.50541366	3.35753388
6.64	664	0.42	0.135	-0.891	-0.5156622	-0.6875496	0.1145916	-10.20438198	24.49968408	3.36326346
6.65	665	0.421	0.135	-0.894	-0.4583664	-0.5156622	0.286479	-10.18146366	24.48249534	3.3804522
6.66	666	0.421	0.135	-0.896	-0.4010706	0.1718874	0.3437748	-10.18719324	24.48249534	3.3804522
6.67	667	0.424	0.135	-0.897	-0.4010706	0.572958	0.4583664	-10.18719324	24.48822492	3.38618178
6.68	668	0.424	0.134	-0.896	-0.3437748	0.1145916	0.5156622	-10.18719324	24.4939545	3.39191136
6.69	669	0.421	0.133	-0.893	-0.3437748	-0.4010706	0.4010706	-10.19292282	24.48822492	3.39764094
6.7	670	0.419	0.133	-0.891	-0.4583664	-0.572958	0.3437748	-10.17573408	24.4653066	3.4091001
6.71	671	0.416	0.134	-0.888	-0.5156622	-1.0313244	0.1145916	-10.18146366	24.45957702	3.41482968
6.72	672	0.415	0.134	-0.888	-0.6875496	-0.8021412	0.1145916	-10.18719324	24.44811786	3.41482968
6.73	673	0.417	0.134	-0.888	-0.6302538	-0.4583664	0.1718874	-10.19292282	24.44811786	3.42055926
6.74	674	0.419	0.135	-0.89	-0.5156622	0	0.286479	-10.1986524	24.44811786	3.42055926
6.75	675	0.42	0.136	-0.89	-0.572958	0.4010706	0.3437748	-10.19292282	24.44238828	3.43201842
6.76	676	0.422	0.134	-0.893	-0.6875496	0.4010706	0.286479	-10.1986524	24.44811786	3.43201842
6.77	677	0.424	0.131	-0.896	-0.8021412	0.4583664	0.2291832	-10.20438198	24.45384744	3.437748
6.78	678	0.425	0.13	-0.895	-0.859437	0.1145916	0.1718874	-10.21584114	24.45384744	3.437748
6.79	679	0.422	0.134	-0.894	-0.8021412	-0.2291832	0.0572958	-10.22157072	24.45384744	3.437748
6.8	680	0.423	0.136	-0.892	-0.4583664	-0.1718874	0.1145916	-10.21011156	24.44238828	3.44920716
6.81	681	0.424	0.136	-0.89	-0.4583664	-0.3437748	0.1145916	-10.21011156	24.44238828	3.44920716
6.82	682	0.424	0.136	-0.889	-0.5156622	-0.572958	0.1145916	-10.21584114	24.4366587	3.45493674
6.83	683	0.42	0.134	-0.887	-0.6875496	-0.7448454	0.1718874	-10.22157072	24.43092912	3.45493674
6.84	684	0.418	0.135	-0.887	-0.859437	-0.572958	0.1145916	-10.2273003	24.42519954	3.46066632
6.85	685	0.418	0.136	-0.889	-1.0313244	-0.2291832	0.1145916	-10.23302988	24.4080108	3.4663959
6.86	686	0.417	0.138	-0.89	-0.9167328	0.0572958	0.1145916	-10.24448904	24.4080108	3.4663959
6.87	687	0.418	0.141	-0.893	-0.6875496	0.2291832	0.1718874	-10.25021862	24.4080108	3.4663959
6.88	688	0.418	0.14	-0.893	-0.572958	0.1145916	0	-10.2559482	24.4080108	3.4663959
6.89	689	0.419	0.136	-0.891	-0.5156622	0	0	-10.26167778	24.4080108	3.4663959
6.9	690	0.419	0.134	-0.888	-0.572958	-0.1145916	0	-10.23875946	24.40228122	3.47785506
6.91	691	0.417	0.135	-0.886	-0.7448454	-0.3437748	0.1145916	-10.24448904	24.39655164	3.48358464
6.92	692	0.417	0.134	-0.89	-1.0313244	-0.0572958	0.2291832	-10.2559482	24.39655164	3.48358464
6.93	693	0.417	0.136	-0.892	-1.2032118	0.1718874	0.286479	-10.26740736	24.39655164	3.48931422
6.94	694	0.416	0.138	-0.889	-1.2032118	0.4010706	0.3437748	-10.27886652	24.40228122	3.48931422
6.95	695	0.416	0.139	-0.894	-1.0313244	0.4010706	0.3437748	-10.27886652	24.38509248	3.4950438
6.96	696	0.409	0.137	-0.892	-0.8021412	0.2291832	0.4010706	-10.29032568	24.39082206	3.50077338
6.97	697	0.41	0.137	-0.891	-0.6875496	0.286479	0.3437748	-10.29605526	24.39655164	3.50650296
6.98	698	0.411	0.138	-0.89	-0.6302538	0.572958	0.286479	-10.30178484	24.40228122	3.50650296
6.99	699	0.413	0.139	-0.888	-0.5156622	0.859437	0.3437748	-10.30178484	24.4080108	3.51223254
7	700	0.415	0.139	-0.89	-0.4010706	0.859437	0.4010706	-10.30178484	24.40228122	3.51796212
